Sentence,Label,Label_general
"Arafat requested a letter to the Secretary-General of the United Nations and the Security Council in which to put an end to the attacks on the camps, stressing the responsibility of the United Nations to maintain the security of the civilian population, the South Refugees",Cause_Specific,context_informing_contents
"He said that the committee also discussed US statements regarding the possibility of holding talks by a Jordanian-Palestinian delegation, the organization's budget, and support for the Palestinian resistance in the West Bank and Gaza Strip, Abu Dhabi.",Cause_General,context_informing_contents
"Yesterday, the official Yugoslav news agency reported the Chairman of the Executive Committee of the Palestine Liberation Organization, Mr. Yasser Argat, that Israel",Main,main_contents
Especially since the next stage will be the stage of a collective international approach that is necessary and required that will keep the Palestinians weak,Cause_Specific,context_informing_contents
"The cars of Suleiman Theeb, Daoud Datson, Jean Kfoury, Volkswagen, and Gerges Kfoury Beck, were damaged in the third place, exactly the same place for the reality and that of the General Union, Hassan Fadlallah is related to the bullets of indiscriminate activity to the south",Main_Consequence,main_contents
"The Secretary of the People's Committee in the camp, Mr. Hussein Abu Abash, ""Hayya Lebanese Cohesion in the South"" delivered speeches on behalf of the Women's Union and the families of the martyrs of the resistance",Main,main_contents
"The South, the contracting teachers are their fate, the Arab and International Day",Main,main_contents
Saudi Arabia and Kuwait are ready to attend the follow-up committee meeting that would be feasible,Distant_Evaluation,additional_supportive_contents
"He said when the Palestinian resistance began with active practices and abuses, we stood up for the oppressed, and now we reject such abuses and reject the return of the Palestinian resistance, which it was before the Israeli invasion of Lebanon",Cause_General,context_informing_contents
The army admitted that Bint Jbeil and Marjayoun were wounded,Main_Consequence,main_contents
It constantly affirms that the resistance has dropped the May Agreement and imposed the Israeli withdrawal on a large part of the Lebanese territories,Cause_Specific,context_informing_contents
"The American-Zionist conspiracy and its systems, so here is the historical leader Hafez Al-Assad. Greetings and appreciation",Cause_General,context_informing_contents
"The head of the Defense Committee for Democratic Liberties, Lawyer Sinan Bragg, considered that the methods of kidnapping, intimidating and killing foreigners, hostility to imperialism and Zionism, is a matter of terrorism for terrorism.",Distant_Evaluation,additional_supportive_contents
"Salute to the heroes of the Lebanese National Resistance Front, to all the resistance fighters to the masses of our people who are steadfast in the face of the brutal Israeli attacks in our oppressed south and cities",Cause_Specific,context_informing_contents
"The reception was the political official of the Southern Baath Organization, the engineer Muhammad Muhammadiyah, the commander of the Lebanese Thunderbolt Forces, Lt. Col. Abu al-Fawz, the military official of the Baath forces, Major Ahmed Assi, and the commander of the security company, Captain Shehadeh.",Main,main_contents
Resilience and rally to steadfastness Awareness of the burden that Lebanon in general and the south in particular can bear,Distant_Expectations_Consequences,additional_supportive_contents
"The Palestinian National Struggle Front announced that a delegation headed by Abu Khaled al-Shamal and its membership, Mr. Ibrahim al-Saadi Abu Riyad Abu Nidal, met a delegation of the Democratic Front for the Liberation of Palestine, Fahd and Mr. Salih Zaidan, and they consulted the Lebanese and Palestinian situations in light of the continued Israeli raids on the camps of our people in the south and the southern villages.",Main,main_contents
"Golding informed the Lebanese authorities that Israel wants security arrangements and guarantees to protect its northern borders, Tal Sahbah and abandons the ""security belt"" because it fears that acts of resistance against it will continue after its withdrawal.",Main,main_contents
"The Amal movement demanded that the weapons used in the clashes be handed over to the Salvation Front factions, and it did not request it for itself. The reason is that the weapons are used against Israel or its agents, but were used against the resistance and its heroes.",Cause_Specific,context_informing_contents
"Yesterday, the resistance men launched attacks against the positions of the Israelis, the South Lebanon Army, and the attacks continued in the villages of Nabatiyeh and the eastern Bekaa",Main,main_contents
"And it will make the Lebanese Muslims a focus of conflict, and their homes will be around them",Distant_Expectations_Consequences,additional_supportive_contents
It is difficult and unacceptable to implement the powers of the oversight body to ban resistance weapons,Distant_Evaluation,additional_supportive_contents
"He praised the sons of the south, who offered the most precious way to liberate their land from the clutches of the occupation, the resistance",Cause_General,context_informing_contents
The two sides affirmed that Lebanon stands with all its capabilities to confront the Israeli plans.,Cause_General,context_informing_contents
In addition to rejecting attempts to adhere to the Cairo Agreement and considering the Palestinian withdrawal east of Sidon as a necessary prelude to restoring the desired cohesion.,Cause_Specific,context_informing_contents
As long as Israel occupies the land of the south and the occupied land continues to mean year by year until today,Distant_Historical,additional_supportive_contents
"The experience of Lebanon, the Palestinian resistance movement, before, especially the south and Beirut, was a harsh experience. The people lived in chaos, more on the level of political, security and partisan chaos.",Distant_Evaluation,additional_supportive_contents
"The relentless effort to deepen the southern Sidonian national unity, the base of resisting the occupation, rejecting its agents, and confronting the factional fascist approach. Its owners dream of dealing with Israel as a way to bully positions",Cause_General,context_informing_contents
"The south is the base of everyone’s commitment to the southern Lebanese Sidonian national decision, and everyone’s affiliation under the banner of the Lebanese national resistance, and everyone’s realization that the Lebanese-Syrian-Palestinian National Alliance is the long-standing pillar of the Israeli occupation of the Lebanese arena",Distant_Evaluation,additional_supportive_contents
"He asked the work of the national resistance in the south, and the Palestinian woman replied: We are proud of our sister, the Lebanese national resistance inflicted the greatest losses on the Zionist enemy and forced it to withdraw most of the areas occupied in June",Cause_Specific,context_informing_contents
"Not withdrawing from the south except to ensure the arrival of a President of the Republic in Lebanon ready to enter, such as negotiations and acceptance of the settlement of the Palestinians, Lebanon controlling their armed presence, and this can be achieved through the establishment of a strong and capable state and an effective central authority",Distant_Expectations_Consequences,additional_supportive_contents
"So what do you think? Sorayan replied, in place of the Palestinian, Islamic and Lebanese resistance, the land of the south and inside Palestine",Cause_Specific,context_informing_contents
"Lebanon News Agency asked Mr. Fakih the truth about the arrival of weapons to the Palestinian camps and the possibility of a battle in them. He always answered, and at times the situation turns to a national solution and the parties work together to find the homeland, a cycle of fighting, separation and work",Distant_Expectations_Consequences,additional_supportive_contents
"With the continuation of popular steadfastness and its strengthening in the occupied areas, the internal political situation remains a weakening factor for the cause of the south, instead of being a pushing factor",Distant_Evaluation,additional_supportive_contents
"He praised the cooperation of the Lebanese and Palestinian resistance, our great south, and said that the cooperation has grown",Cause_Specific,context_informing_contents
The Communist Action Organization of Lebanon considered that the revival of the Lebanese National Resistance Front and the rise to the level of real frontal action remained a policy of confrontation with the practices of the prevailing forces in the southern regions and a call for the straightening of the relationship between the Lebanese and Palestinian resistance and the cessation of the civil war as a basis of awareness,Distant_Expectations_Consequences,additional_supportive_contents
The committee will hold a meeting this morning to discuss ways to publish,Main,main_contents
The Palestinian Youth Organization in Sidon planted a statement stressing the need to unify the energies of the Lebanese and Palestinian national forces under the banner of the Lebanese National Resistance Front to confront the Zionist enemy and its tools in the south.,Main,main_contents
Reconnecting the issue of Lebanon to the issue of the region,Cause_General,context_informing_contents
The resistance spoke of killing and wounding the southern ranks,Main_Consequence,main_contents
He considered the escalation of the Israeli raids on the Palestinian camps and the attacks on the villages as an open attempt to achieve revenge.,Distant_Evaluation,additional_supportive_contents
"We are not against any national solution, and we will work to restore unity. We struggle with the factions of the Salvation Front, the Democratic Front and the Communist Party. For the unity of the struggle of the Palestinian resistance movement is a national foundation and a program",Distant_Expectations_Consequences,additional_supportive_contents
"The May agreement dropped the basis of participation, the project of the Lebanese national forces and the project of developing the Lebanese national resistance in the south",Main,main_contents
The national resistance has proven its usefulness against Israel,Cause_General,context_informing_contents
"If the war can be half of the Israeli south, Beirut, in a year, will resist it, and what is the war with?",Distant_Evaluation,additional_supportive_contents
The basis for dedicating Lebanon's unity and Arabism to establish a true democratic system based on the principle of justice and equality Political rights Discrimination,Cause_Specific,context_informing_contents
"He praised the resistance of the southerners to the Israeli occupation, pointing out that the southern resistance is Islamic for saving the scholars",Cause_General,context_informing_contents
"West Bank, so Israel will set its borders in the Litani",Cause_Specific,context_informing_contents
At a time when the small war of its factions took its course,Cause_General,context_informing_contents
The meeting urgently appeals to the sons of Sidon to be aware of the tricks of the Zionist enemy and to ensure that their unity and full awareness of security and Arab bifurcation remain.,Cause_General,context_informing_contents
"The representative of Karami spoke first, the representative of the head of government, the lawyer Bassam Al-Dayeh, the celebration because they allowed the space",Main,main_contents
"The coalition brought down the Israeli project, the general invasion",Cause_Specific,context_informing_contents
He described the event of South Yemen as a major disaster,Distant_Evaluation,additional_supportive_contents
Labor organization to exercise opposition to the forces prevailing national areas,Cause_General,context_informing_contents
"The forces of change and revolution, the Palestinian resistance, represented by the National Salvation Front, and all the nationalist and nationalist forces struggled, and still are, to put an end to the American Zionist conspiracy.",Distant_Evaluation,additional_supportive_contents
"And limiting its role to destroying victories, the Lebanese arena was achieved by canceling the May agreement, curtailing factional hegemony, the capabilities of the country, and forcing the Zionist enemy to withdraw most of the Lebanese lands.",Cause_General,context_informing_contents
"The leadership of the Palestinian resistance factions in the south issued a statement that focused on the following: the leadership was surprised by the escalation of the Amal movement for weeks, its attacks, raids, arrests, torture, liquidation and deportation of our Palestinian masses, Tire camps",Main,main_contents
"If the right of the Lebanese national resistance is to train Lebanese lands occupied by Israel, and this is a legitimate right, then it is not the right of a Lebanese party to request and agree to Lebanon to establish a resistance on its land",Distant_Expectations_Consequences,additional_supportive_contents
"They praised the Syrian role in Lebanon and demanded the support of the national resistance in the south and the generalization of the Zahle and Tripoli model. They took the approach of Mr. Yasser Arafat, the head of the Palestine Liberation Committee, and accused him of being behind the Tripoli events.",Cause_General,context_informing_contents
"As for Gemayel and Soslikow, they offered relations and the Turk's visit to Moscow soon. The situation will separate the south from the rest of the Lebanese regions.",Cause_General,context_informing_contents
The decision comes at a time when Israel continues to launch its brutal attacks on the Lebanese villages and the Palestinian camps in the south,Cause_Specific,context_informing_contents
"And after she considered that the southern situation was very, very dangerous, she said that the Palestinian National Salvation Front, time salutes the sincere efforts made by Syria, the steadfastness and the Lebanese national forces to stop the bleeding.",Distant_Evaluation,additional_supportive_contents
"Speaking about the special situation in the south, Tuenyan stressed the Lebanese against the existence of the Palestinian resistance, and we are in solidarity with them. Rather, the Lebanese land is sacred to us completely. Their land is sacred to them, and we are not ready to waste any inch of land.",Cause_General,context_informing_contents
We are convinced that it is the duty to liberate the occupied Arab lands,Cause_General,context_informing_contents
And to ensure that it plays its national and nationalist anti-Zionist and anti-imperialist role,Distant_Expectations_Consequences,additional_supportive_contents
"And the implementation of the desire will be through highlighting the terrorist face of Lebanon and depicting it as a preparation ground for terrorists and their outlet to the world, by convincing the world to give Israel a green light to strike terrorism in order to rid itself of torment, pain and danger.",Distant_Evaluation,additional_supportive_contents
"The National Resistance Front, the Arab forces, issued a statement saying that the Zionist enemy is succumbing to the blows of the heroes of the Lebanese and Palestinian national resistance to withdraw from the south.",Main,main_contents
"In Baalbek, a member of the organization’s leadership, Mr. Salim al-Haq, spoke at a political symposium that was held at the headquarters of the Baalbek Division, the memory and goals, and in the Palestinian camp of Galilee",Main,main_contents
"Support for the Palestinian cause, support for the National Resistance Front in southern Lebanon, and continued support in order to stop the Gulf War and resolve liberation issues. The world will remain the framework of support, support and support.",Distant_Expectations_Consequences,additional_supportive_contents
This stage requires awareness and awareness to confront the conspiracy that seeks to stir up strife and widen the rift,Distant_Expectations_Consequences,additional_supportive_contents
"Meanwhile, Shimon Peres, the Israeli Prime Minister, told the Labor Party student conference that the Shiite terrorism behind the terror of the Palestine Liberation Organization in southern Lebanon would pose more problems for Israel.",Distant_Expectations_Consequences,additional_supportive_contents
Arafat accused the Amal movement of having made a secret agreement with Israel to impede the activity of the Palestinian and Lebanese resistance in the south.,Main,main_contents
"The Democratic Youth Organization, the Communist Youth Union, the Youth Organization, the Vanguard Organization and the Palestinian Youth, issued a joint statement in the North, considering that the general Zionist aggression aimed at striking the public presence of the resistance, disrupting the balance of power for the benefit of the hostile forces, and sowing despair and despondency in the hearts of the masses of our people to pass the liquidation plots.",Main,main_contents
"After the meeting ended, the statement was broadcast. First, southern Lebanon is exposed to terrorist practices against its people and against the Palestinian camps",Main,main_contents
The Palestinian resistance is the vanguard of the mujahideen to confront Israel. The resistance was launched to preoccupy the politics of the Arab world and Lebanon's internal policy and its wars.,Cause_General,context_informing_contents
"With regard to the Gulf, Al-Shara said that the tense situation is cause for concern and the Palestinians are a factor of stability",Distant_Expectations_Consequences,additional_supportive_contents
"He stressed the need to understand Israel's strategy for the region, the world, and regional problems, which were made by Israel.",Cause_General,context_informing_contents
"The Secretary-General of the Lebanese Communist Party, Mr. George Hawi, called for an end to the bloody fighting, the Amal movement, and the Palestinian fighters only benefiting the Israeli enemy lurking in the south, the Palestinian revolution and the national resistance.",Cause_Specific,context_informing_contents
"He announced Syria's continued support for the valiant Lebanese resistance, the withdrawal of the Israeli forces from southern Lebanon, and the liberation of the last inch of Lebanese territory.",Main,main_contents
"The organization distributed statements and clippings that included the party's principles and positions on the Palestinian and Lebanese cause, and noted when the National Resistance Front lights up.",Main,main_contents
"The delegation of the movement met Shihab and the ministries of Jumblatt, which contained the fight between Amal and the Palestinians, so that he would be Ghaleb Umgloo",Main,main_contents
"Until the Beirut uprising, the nationalist and patriotic forces, the launch of the national resistance in southern Lebanon, and it came as a normalization of the uprisings of the Palestinian revolution",Distant_Evaluation,additional_supportive_contents
"The resistance is its sacred cause, the afflicted Lebanese extermination",Distant_Evaluation,additional_supportive_contents
"We hope everyone will control the difficult circumstances and work to end the situation as soon as possible, and that all efforts will be directed to fighting the Israeli enemy to end the occupation and liberate the Lebanese and Palestinian lands.",Distant_Expectations_Consequences,additional_supportive_contents
It is rumored that the battles of the Palestinian camps will take place. The south enters the door of the Western media campaign to distort the image of the situation and divert attention,Distant_Expectations_Consequences,additional_supportive_contents
Defeating the Marines and escaping were conditions for the arrogant Zionist enemy who entered Lebanon to impose American projects,Distant_Evaluation,additional_supportive_contents
Wounded as a result of his participation in heroic operations in southern Lebanon in the year,Distant_Historical,additional_supportive_contents
