0.1,0.2,0.3,0.4,0.5,gonen,nahar_1982
0.1,0.2,0.3,0.4,0.5,gonen,nahar_1998
يمينام,يمينام,يمينام,يمينام,يمينام,يمينام
تانام,تانام,تانام,تانام,تانام,تانام
لهالل,لهالل,لهالل,لهالل,لهالل,لهالل
لدادد,لدادد,لدادد,لدادد,لدادد,لدادد
مدياه,مدياه,مدياه,مدياه,مدياه,مدياه
تنامده,تنامده,تنامده,تنامده,تنامده,تنامده
معناد,معناد,معناد,معناد,معناد,معناد
شيف,شيف,شيف,شيف,شيف,شيف
تعديف,تعديف,تعديف,تعديف,تعديف,تعديف
لقند,لقند,لقند,لقند,لقند,لقند
,,,,
,,,,
0.1,0.2,0.3,0.4,0.5,gonen,nahar_1999
كرانا,كرانا,كرانا,كرانا,كرانا,كرانا
جاتنا,جاتنا,جاتنا,جاتنا,جاتنا,جاتنا
فواانا,فواانا,فواانا,فواانا,فواانا,فواانا
ورعنا,ورعنا,ورعنا,ورعنا,ورعنا,ورعنا
يياه,يياه,يياه,يياه,يياه,يياه
لنت,لنت,لنت,لنت,لنت,لنت
اهنام,اهنام,اهنام,اهنام,اهنام,اهنام
وتنا,وتنا,وتنا,وتنا,وتنا,وتنا
رجينا,رجينا,رجينا,رجينا,رجينا,رجينا
لقانت,لقانت,لقانت,لقانت,لقانت,لقانت
,,,,
,,,,
0.1,0.2,0.3,0.4,0.5,gonen,nahar_2000
قالله,قالله,قالله,قالله,قالله,قالله
بدالله,بدالله,بدالله,بدالله,بدالله,بدالله
رزقالله,رزقالله,رزقالله,رزقالله,رزقالله,رزقالله
سمحالله,سمحالله,سمحالله,سمحالله,سمحالله,سمحالله
طالله,طالله,طالله,طالله,طالله,طالله
مبدالله,مبدالله,مبدالله,مبدالله,مبدالله,مبدالله
محمدصالح,محمدصالح,محمدصالح,محمدصالح,محمدصالح,محمدصالح
عبدالحق,عبدالحق,عبدالحق,عبدالحق,عبدالحق,عبدالحق
نصالله,نصالله,نصالله,نصالله,نصالله,نصالله
محمدياسين,محمدياسين,محمدياسين,محمدياسين,محمدياسين,محمدياسين
,,,,
,,,,
0.1,0.2,0.3,0.4,0.5,gonen,nahar_2001
وسالل,قالله,قالله,قالله,قالله,قالله
ومني,بدالله,بدالله,بدالله,بدالله,بدالله
انالشيخ,حزبالله”,حزبالله”,حزبالله”,حزبالله”,حزبالله”
سلامهوحنان,طالله,طالله,طالله,طالله,طالله
سليمسلام,سمحالله,رزقالله,رزقالله,رزقالله,رزقالله
اوان,مبدالله,سمحالله,سمحالله,سمحالله,سمحالله
وحمود,وسالل,مبدالله,مبدالله,مبدالله,مبدالله
بشارهابو,حيدرحزب,ياسين,ياسين,ياسين,ياسين
قبلان,ومنير,وسالل,وسالل,وسالل,وسالل
لصفير,علله,غبدالله,غبدالله,غبدالله,غبدالله
,,,,
,,,,
0.1,0.2,0.3,0.4,0.5,gonen,nahar_2002
عالله,طالله,قالله,قالله,قالله,قالله
حمي,مطالله,عبذالله,عبذالله,عبذالله,عبذالله
كلمهشرح,حزبالله,طالله,غبدالله,غبدالله,غبدالله
,ءحسين,مبدالله,طالله,طالله,طالله
,عزيز,رزقالله,مبدالله,مبدالله,مبدالله
,هزبالله,سليمسلام,رزقالله,رزقالله,رزقالله
,حسينطحان,وسعدالله,سليمسلام,سليمسلام,سليمسلام
,حسين,سعدالله,وسعدالله,وسعدالله,وسعدالله
,حسني,هحزبالله,عبدالحق,عبدالحق,عبدالحق
,انالشيخ,محمدياسر,سعدالله,سعدالله,سعدالله
,,,,
,,,,
0.1,0.2,0.3,0.4,0.5,gonen,nahar_2003
عبيد,عبيد,خلقالله,خلقالله,خلقالله,خلقالله
,حسينعليق,طالله,طالله,طالله,طالله
,فعبد,رزقالله,رزقالله,رزقالله,رزقالله
,كلقي,سمحالله,بدالله,بدالله,بدالله
,حسينحمدان,كلمهتحدث,سمحالله,سمحالله,سمحالله
,,كلمهحق,كلمهتحدث,كلمهتحدث,كلمهتحدث
,,مبدالله,كلمهحق,كلمهحق,كلمهحق
,,كلمهضع,غبدالله,غبدالله,غبدالله
,,حسينصالح,مبدالله,مبدالله,مبدالله
,,محمدسعيد,كلمهضع,كلمهضع,كلمهضع
,,,,
,,,,
0.1,0.2,0.3,0.4,0.5,gonen,nahar_2004
,”الله,قالله,قالله,قالله,قالله
,وليد,”الله,عبذالله,عبذالله,عبذالله
,كلقي,كلمهتحدث,”الله,”الله,”الله
,”الحمد,حماسالشيخ,كلمهتحدث,كلمهتحدث,كلمهتحدث
,مني,كلمهضع,حماسالشيخ,حماسالشيخ,حماسالشيخ
,احمدقبلان,رزقالله,كلمهضع,كلمهضع,كلمهضع
,ورامي,كلمهرحب,رزقالله,رزقالله,رزقالله
,وحسني,بدالله,كلمهرحب,كلمهرحب,كلمهرحب
,,محمدصالح,بدالله,بدالله,بدالله
,,رزب,محمدصالح,محمدصالح,محمدصالح
,,,,
,,,,
0.1,0.2,0.3,0.4,0.5,gonen,nahar_2005
كلمهشدد,كلمهشدد,نصالله,نصالله,نصالله,نصالله
سمحالله,سمحالله,كلمهشدد,كلمهشدد,كلمهشدد,كلمهشدد
لعزب,لعزب,سمحالله,سمحالله,سمحالله,سمحالله
مطاالله,رزقالله,لعزب,لعزب,لعزب,لعزب
مطالله,مطاالله,رزقالله,رزقالله,رزقالله,رزقالله
ثقاء,تصالله,مطاالله,مطاالله,مطاالله,مطاالله
تقدمي,رزب,تصالله,تصالله,تصالله,تصالله
كلمتهم,مطالله,رزب,رزب,رزب,رزب
حمادهان,سلله,مطالله,مطالله,مطالله,مطالله
حماد,علله,سلله,سلله,سلله,سلله
,,,,
,,,,
0.1,0.2,0.3,0.4,0.5,gonen,nahar_2006
يتخلله,فضلالله,حزالله,حزالله,حزالله,حزالله
لالله,تصزالله,عبذالله,عبذالله,عبذالله,عبذالله
انالله,سمحالله,فضلالله,فضلالله,فضلالله,فضلالله
انالسيد,تصالله,نصزالله,نصزالله,نصزالله,نصزالله
مضلله,علله,لحزبالله,لحزبالله,لحزبالله,لحزبالله
لحزبه,فبالله,ءالله,ءالله,ءالله,ءالله
مكلله,”حزبالله,تصزالله,تصزالله,تصزالله,تصزالله
بالسيد,حبالله,سمحالله,سمحالله,سمحالله,سمحالله
وخزب,“حزبالله,اننصرالله,اننصرالله,اننصرالله,اننصرالله
اعزب,شاءالله,تصرالله,تصرالله,تصرالله,تصرالله
,,,,
,,,,
0.1,0.2,0.3,0.4,0.5,gonen,nahar_2007
محمدسليمان,سمحالله,قالله,قالله,قالله,قالله
كممثل,فضلالله,سمحالله,سمحالله,سمحالله,سمحالله
سليمالحص,وليد,رزقالله,رزقالله,رزقالله,رزقالله
لنائبه,عونحزب,تصزالله,تصزالله,تصزالله,تصزالله
اسمالعماد,محمدسليمان,علله,علله,علله,علله
حماده,باسمالله,جلله,جلله,جلله,جلله
بسليمان,دادالله,غبدالله,غبدالله,غبدالله,غبدالله
قائداللواء,ممثل,سعدالله,سعدالله,سعدالله,سعدالله
,حمادهان,هزبالله,هزبالله,هزبالله,هزبالله
,حسننصر,لحزبالله,لحزبالله,لحزبالله,لحزبالله
,,,,
,,,,
0.1,0.2,0.3,0.4,0.5,gonen,nahar_2008
سليمسلام,سليمسلام,صلله,نصزالله,نصزالله,نصزالله
,اتشالله,سمحالله,صلله,صلله,صلله
,فؤان,حبالله,سمحالله,سمحالله,سمحالله
,كلمه,فبالله,حبالله,حبالله,حبالله
,سليمالحص,علله,فبالله,فبالله,فبالله
,قلله,مطالله,علله,علله,علله
,بالشيخ,هزبالله,مطالله,مطالله,مطالله
,فلله,مبدالله,هزبالله,هزبالله,هزبالله
,مضلله,وليد,مبدالله,مبدالله,مبدالله
,,تصالله,عليد,عليد,عليد
,,,,
,,,,
0.1,0.2,0.3,0.4,0.5,gonen,nahar_2009
عبدالملك,عبدالملك,عبدالملك,عبدالملك,عبدالملك,عبدالملك
حزبالله,حزبالله,حزبالله,حزبالله,حزبالله,حزبالله
“حزبالله,“حزبالله,“حزبالله,“حزبالله,“حزبالله,“حزبالله
عليماالماده,عليماالماده,عليماالماده,عليماالماده,عليماالماده,عليماالماده
واميل,واميل,واميل,واميل,واميل,واميل
مالمو,مالمو,مالمو,مالمو,مالمو,مالمو
”النائب,”النائب,”النائب,”النائب,”النائب,”النائب
عامين,عامين,عامين,عامين,عامين,عامين
توريالمالكي,توريالمالكي,توريالمالكي,توريالمالكي,توريالمالكي,توريالمالكي
لحزبالله,لحزبالله,لحزبالله,لحزبالله,لحزبالله,لحزبالله
,,,,
,,,,
