0.1,0.2,0.3,0.4,0.5,gonen,nahar_1982
لمخيمات,انازمه,انازمه,انازمه,انازمه,انازمه
لنقوات,اناذ,اناذ,اناذ,اناذ,اناذ
مسؤوليات,لحلازمه,لحلازمه,لحلازمه,لحلازمه,لحلازمه
,,,,
,,,,
0.1,0.2,0.3,0.4,0.5,gonen,nahar_1988
“القوات,اسرائيلي,اسرائيلي,اسرائيلي,اسرائيلي,اسرائيلي
انالقوات,اسرائيلان,اسرائيلان,اسرائيلان,اسرائيلان,اسرائيلان
ضدالقوات,“القوات,“القوات,“القوات,“القوات,“القوات
عسكريهاسرائيليه,انالقوات,انالقوات,انالقوات,انالقوات,انالقوات
رئاسيات,اناسرائيل,اناسرائيل,اناسرائيل,اناسرائيل,اناسرائيل
دوريهاسرائيليه,ضدالقوات,ضدالقوات,ضدالقوات,ضدالقوات,ضدالقوات
لبنانواسرائيل,عسكريهاسرائيليه,عسكريهاسرائيليه,عسكريهاسرائيليه,عسكريهاسرائيليه,عسكريهاسرائيليه
استحقاقانتخابات,رئاسيات,رئاسيات,رئاسيات,رئاسيات,رئاسيات
لبناناسرائيل,داخلاسرائيل,داخلاسرائيل,داخلاسرائيل,داخلاسرائيل,داخلاسرائيل
بانتخاباتها,سورياواسرائيل,سورياواسرائيل,سورياواسرائيل,سورياواسرائيل,سورياواسرائيل
,,,,
,,,,
0.1,0.2,0.3,0.4,0.5,gonen,nahar_1989
اسرائيلان,اسرائيلاجل,اسرائيلاجل,اسرائيلاجل,اسرائيلاجل,اسرائيلاجل
انسحاباسرائيل,ااسرائيل,ااسرائيل,ااسرائيل,ااسرائيل,ااسرائيل
انسحاباسرائيلي,اسرائيلان,اسرائيلان,اسرائيلان,اسرائيلان,اسرائيلان
بانسحاباسرائيل,اناسرائيل,اناسرائيل,اناسرائيل,اناسرائيل,اناسرائيل
باتفاق,اسرائيلقال,اسرائيلقال,اسرائيلقال,اسرائيلقال,اسرائيلقال
اسرائيليفلسطيني,انسحاباسرائيل,انسحاباسرائيل,انسحاباسرائيل,انسحاباسرائيل,انسحاباسرائيل
انانسحاب,لاسرائيل,لاسرائيل,لاسرائيل,لاسرائيل,لاسرائيل
اجراءانتخابات,اسرائيلوسوريا,اسرائيلوسوريا,اسرائيلوسوريا,اسرائيلوسوريا,اسرائيلوسوريا
واناسرائيل,اسرائيلي,اسرائيلي,اسرائيلي,اسرائيلي,اسرائيلي
انسحاب,انسحاباسرائيلي,انسحاباسرائيلي,انسحاباسرائيلي,انسحاباسرائيلي,انسحاباسرائيلي
,,,,
,,,,
0.1,0.2,0.3,0.4,0.5,gonen,nahar_1990
انالقوات”,لاسرائيل,لاسرائيل,لاسرائيل,لاسرائيل,لاسرائيل
اناجراءات,ااسرائيل,ااسرائيل,ااسرائيل,ااسرائيل,ااسرائيل
موقف,واناسرائيل,واناسرائيل,واناسرائيل,واناسرائيل,واناسرائيل
لانهاءالوضع,امناسرائيل,امناسرائيل,امناسرائيل,امناسرائيل,امناسرائيل
لانالوضع,اسرائيليهان,اسرائيليهان,اسرائيليهان,اسرائيليهان,اسرائيليهان
جزمه,انالقوات”,انالقوات”,انالقوات”,انالقوات”,انالقوات”
انالقوه,ضداسرائيل,ضداسرائيل,ضداسرائيل,ضداسرائيل,ضداسرائيل
مصادرالقوات,اسرائيلوصرح,اسرائيلوصرح,اسرائيلوصرح,اسرائيلوصرح,اسرائيلوصرح
انمناطق,اسرائيلان,اسرائيلان,اسرائيلان,اسرائيلان,اسرائيلان
لتنفيذاتفاق,داخلاسرائيل,داخلاسرائيل,داخلاسرائيل,داخلاسرائيل,داخلاسرائيل
,,,,
,,,,
0.1,0.2,0.3,0.4,0.5,gonen,nahar_1991
اسرائيلجنوب,اسرائيلوقد,اسرائيلحال,اسرائيلحال,اسرائيلحال,اسرائيلحال
دولهاسرائيل,اسرائيلتنسحب,اسرائيلوقد,اسرائيلوقد,اسرائيلوقد,اسرائيلوقد
اسرائيليات,اسرائيلللانسحاب,ااسرائيل,ااسرائيل,ااسرائيل,ااسرائيل
اسرائيلضمانات,اسرائيلجنوب,اسرائيلتنسحب,اسرائيلتنسحب,اسرائيلتنسحب,اسرائيلتنسحب
اسرائيللتنفيذ,اسرائيلوهل,اسرائيلللانسحاب,اسرائيلللانسحاب,اسرائيلللانسحاب,اسرائيلللانسحاب
اسرائيلتحاول,اسرائيلو,اسرائيلجنوب,اسرائيلجنوب,اسرائيلجنوب,اسرائيلجنوب
تنفيذاتفاق,اسرائيلمستعده,اسرائيلوهل,اسرائيلوهل,اسرائيلوهل,اسرائيلوهل
اسرائيلوسوريا,لاسرائيل,اسرائيلان,اسرائيلان,اسرائيلان,اسرائيلان
واسرائيل,اتفاق,انلاسرائيل,انلاسرائيل,انلاسرائيل,انلاسرائيل
سورياواسرائيل,اسرائيلقال,اسرائيلو,اسرائيلو,اسرائيلو,اسرائيلو
,,,,
,,,,
0.1,0.2,0.3,0.4,0.5,gonen,nahar_1992
اجلوضع,تنفيذاتفاق,ااسرائيل,اتفاقاسرائيل,اتفاقاسرائيل,اتفاقاسرائيل
حكومهوحده,اجلوضع,انلاسرائيل,ااسرائيل,ااسرائيل,ااسرائيل
مفاوضاث,حكومهوحده,رفضاسرائيل,انلاسرائيل,انلاسرائيل,انلاسرائيل
اجراءات,اسرائيلتحاول,ضداسرائيل,لاسرائيل,لاسرائيل,لاسرائيل
مشروعاتفاق,مفاوضاث,اتفاقللسلام,رفضاسرائيل,رفضاسرائيل,رفضاسرائيل
ومفاوضات,واسرائيل,اسرائيللتنفيذ,امناسرائيل,امناسرائيل,امناسرائيل
اجراءانتخابات,يكونقرار,حكومهاسرائيل,ضداسرائيل,ضداسرائيل,ضداسرائيل
مفاوضا,وضع,قراراسرائيل,اناسرائيل,اناسرائيل,اناسرائيل
باجراءانتخابات,اسراع,اسرائيلان,اتفاقللسلام,اتفاقللسلام,اتفاقللسلام
ظلنظام,اجراءات,اسرائيلجهه,اسرائيللتنفيذ,اسرائيللتنفيذ,اسرائيللتنفيذ
,,,,
,,,,
0.1,0.2,0.3,0.4,0.5,gonen,nahar_1993
اسرائيلوالفلسطينيين,اسرائيلومنظمه,اسرائيلترفض,اسرائيلترفض,اسرائيلترفض,اسرائيلترفض
,اسرائيلتحاول,“اسرائيل,“اسرائيل,“اسرائيل,“اسرائيل
,بالفلسطينيين,اسرائيلتطبيق,اسرائيلتطبيق,اسرائيلتطبيق,اسرائيلتطبيق
,اسرائيلوالفلسطينيين,اسرائيلخصوصا,اسرائيلخصوصا,اسرائيلخصوصا,اسرائيلخصوصا
,معاودهمفاوضات,اسرائيللذلك,اسرائيللذلك,اسرائيللذلك,اسرائيللذلك
,واسرائيل,اسرائيلجنوب,اسرائيلجنوب,اسرائيلجنوب,اسرائيلجنوب
,فلسطينيي,اسرائيلبه,اسرائيلبه,اسرائيلبه,اسرائيلبه
,فلسطينء,اسرائيلتكون,اسرائيلتكون,اسرائيلتكون,اسرائيلتكون
,فلسطين”,اسرائيلجهه,اسرائيلجهه,اسرائيلجهه,اسرائيلجهه
,واناسرائيل,اسرائيلاجل,اسرائيلاجل,اسرائيلاجل,اسرائيلاجل
,,,,
,,,,
0.1,0.2,0.3,0.4,0.5,gonen,nahar_1994
,واسرائيل,'اسرائيل,'اسرائيل,'اسرائيل,'اسرائيل
,لمصلحهاسرائيل,اسرائيليجب,اسرائيليجب,اسرائيليجب,اسرائيليجب
,اتفاقالسلام,”اسرائيل,”اسرائيل,”اسرائيل,”اسرائيل
,اسرائيلالانسحاب,اسرائيلاسرائيل,اسرائيلاسرائيل,اسرائيلاسرائيل,اسرائيلاسرائيل
,علاقاتاسرائيل,اسرائيلجهه,اسرائيلجهه,اسرائيلجهه,اسرائيلجهه
,اسرائل,اسرائيلتزال,اسرائيلتزال,اسرائيلتزال,اسرائيلتزال
,,اسرائيلتتمه,اسرائيلتتمه,اسرائيلتتمه,اسرائيلتتمه
,,اتفاقاسرائيل,اتفاقاسرائيل,اتفاقاسرائيل,اتفاقاسرائيل
,,اتفاقااسرائيل,اتفاقااسرائيل,اتفاقااسرائيل,اتفاقااسرائيل
,,اسرائيلاجل,اسرائيلاجل,اسرائيلاجل,اسرائيلاجل
,,,,
,,,,
0.1,0.2,0.3,0.4,0.5,gonen,nahar_1995
,,اسرائيلاجل,اسرائيلحال,اسرائيلحال,اسرائيلحال
,,اسرائيلخلال,اسرائيليجب,اسرائيليجب,اسرائيليجب
,,اسرائيله,اسرائيلدمشق,اسرائيلدمشق,اسرائيلدمشق
,,اسرائيلتنفيذ,اسرائيلتل,اسرائيلتل,اسرائيلتل
,,ضداسرائيل,اسرائيلتزال,اسرائيلتزال,اسرائيلتزال
,,اسرائيلالسلام,اسرائيلشان,اسرائيلشان,اسرائيلشان
,,اسرائيلتقدم,اسرائيلاذا,اسرائيلاذا,اسرائيلاذا
,,اسرائيليين,اسرائيلاجل,اسرائيلاجل,اسرائيلاجل
,,ااسرائيل,اسرائيلخلال,اسرائيلخلال,اسرائيلخلال
,,اسرائيلو,اتفاقاسرائيل,اتفاقاسرائيل,اتفاقاسرائيل
,,,,
,,,,
0.1,0.2,0.3,0.4,0.5,gonen,nahar_1996
,انالاسرائيليين,قوهاسرائيل,قوهاسرائيل,قوهاسرائيل,قوهاسرائيل
,,اسرائيلجنوب,اسرائيلجنوب,اسرائيلجنوب,اسرائيلجنوب
,,'اسرائيل,'اسرائيل,'اسرائيل,'اسرائيل
,,اسرائيلحول,اسرائيلحول,اسرائيلحول,اسرائيلحول
,,اسرائيللقد,اسرائيللقد,اسرائيللقد,اسرائيللقد
,,اسرائيلب,اسرائيلب,اسرائيلب,اسرائيلب
,,اسرائيلجمه,اسرائيلجمه,اسرائيلجمه,اسرائيلجمه
,,اسرائيلكان,اسرائيلكان,اسرائيلكان,اسرائيلكان
,,اسرائيلشان,اسرائيلشان,اسرائيلشان,اسرائيلشان
,,ضداسرائيل,ضداسرائيل,ضداسرائيل,ضداسرائيل
,,,,
,,,,
0.1,0.2,0.3,0.4,0.5,gonen,nahar_1997
,,اسرائيلتعمل,اسرائيلجنوب,اسرائيلجنوب,اسرائيلجنوب
,,اسرائيلسوريا,حقاسرائيل,حقاسرائيل,حقاسرائيل
,,حكومهاسرائيل,ضداسرائيل,ضداسرائيل,ضداسرائيل
,,اسرائيلوخصوصا,اسرائيلشان,اسرائيلشان,اسرائيلشان
,,احتلالاسرائيل,”اسرائيل,”اسرائيل,”اسرائيل
,,انالاسرائيليين,موحدهلاسرائيل,موحدهلاسرائيل,موحدهلاسرائيل
,,اسرائيلتنفيذ,اسرائيلب,اسرائيلب,اسرائيلب
,,علاقاتاسرائيل,اسرائيلتحتل,اسرائيلتحتل,اسرائيلتحتل
,,للاسرائيليين,اسرائيلبسبب,اسرائيلبسبب,اسرائيلبسبب
,,للضغطاسرائيل,اسرائيليجب,اسرائيليجب,اسرائيليجب
,,,,
,,,,
0.1,0.2,0.3,0.4,0.5,gonen,nahar_1998
لابوم,لابوم,لابوم,لابوم,لابوم,لابوم
سيراه,سيراه,سيراه,سيراه,سيراه,سيراه
موسيا,موسيا,موسيا,موسيا,موسيا,موسيا
ايسارد,ايسارد,ايسارد,ايسارد,ايسارد,ايسارد
بلاس,بلاس,بلاس,بلاس,بلاس,بلاس
لساك,لساك,لساك,لساك,لساك,لساك
معنم,معنم,معنم,معنم,معنم,معنم
لزاب,لزاب,لزاب,لزاب,لزاب,لزاب
لحيل,لحيل,لحيل,لحيل,لحيل,لحيل
لدبتي,لدبتي,لدبتي,لدبتي,لدبتي,لدبتي
,,,,
,,,,
0.1,0.2,0.3,0.4,0.5,gonen,nahar_1999
تجارين,تجارين,تجارين,تجارين,تجارين,تجارين
تممه,تممه,تممه,تممه,تممه,تممه
نيناوي,نيناوي,نيناوي,نيناوي,نيناوي,نيناوي
اولان,اولان,اولان,اولان,اولان,اولان
مواديد,مواديد,مواديد,مواديد,مواديد,مواديد
تنم,تنم,تنم,تنم,تنم,تنم
جرلابين,جرلابين,جرلابين,جرلابين,جرلابين,جرلابين
بيدام,بيدام,بيدام,بيدام,بيدام,بيدام
جدات,جدات,جدات,جدات,جدات,جدات
هااري,هااري,هااري,هااري,هااري,هااري
,,,,
,,,,
0.1,0.2,0.3,0.4,0.5,gonen,nahar_2000
اسرائيلكتب,اسرائيلكتب,اسرائيلكتب,اسرائيلكتب,اسرائيلكتب,اسرائيلكتب
اسرائيلشان,اسرائيلشان,اسرائيلشان,اسرائيلشان,اسرائيلشان,اسرائيلشان
اسرائيلووقف,اسرائيلووقف,اسرائيلووقف,اسرائيلووقف,اسرائيلووقف,اسرائيلووقف
دخلاسرائيل,دخلاسرائيل,دخلاسرائيل,دخلاسرائيل,دخلاسرائيل,دخلاسرائيل
اسرائيلاسرائيل,اسرائيلاسرائيل,اسرائيلاسرائيل,اسرائيلاسرائيل,اسرائيلاسرائيل,اسرائيلاسرائيل
اسرائيلجنوب,اسرائيلجنوب,اسرائيلجنوب,اسرائيلجنوب,اسرائيلجنوب,اسرائيلجنوب
ضداسرائيل,ضداسرائيل,ضداسرائيل,ضداسرائيل,ضداسرائيل,ضداسرائيل
اسرائيلوقد,اسرائيلوقد,اسرائيلوقد,اسرائيلوقد,اسرائيلوقد,اسرائيلوقد
رفضاسرائيل,رفضاسرائيل,رفضاسرائيل,رفضاسرائيل,رفضاسرائيل,رفضاسرائيل
اسرائيلكان,اسرائيلكان,اسرائيلكان,اسرائيلكان,اسرائيلكان,اسرائيلكان
,,,,
,,,,
0.1,0.2,0.3,0.4,0.5,gonen,nahar_2001
,اسرائيلقبل,“اسرائيل,“اسرائيل,“اسرائيل,“اسرائيل
,اسراف,اسرائيلرفضت,اسرائيلرفضت,اسرائيلرفضت,اسرائيلرفضت
,ناشطينفلسطينيين,اسرائيلتريد,اسرائيلتريد,اسرائيلتريد,اسرائيلتريد
,تمارسهاسرائيل,اسرائيلترفض,اسرائيلترفض,اسرائيلترفض,اسرائيلترفض
,انسحاباسرائيل,اسرائيلهه,اسرائيلهه,اسرائيلهه,اسرائيلهه
,اسراع,اسرائيلجنوب,اسرائيلجنوب,اسرائيلجنوب,اسرائيلجنوب
,,اسرائيله,اسرائيله,اسرائيله,اسرائيله
,,اسرائيلعبر,اسرائيلعبر,اسرائيلعبر,اسرائيلعبر
,,اناسرائيل,اناسرائيل,اناسرائيل,اناسرائيل
,,اسرائيلقبل,ضداسرائيل,ضداسرائيل,ضداسرائيل
,,,,
,,,,
0.1,0.2,0.3,0.4,0.5,gonen,nahar_2002
,عسكريهاسرائيليه,“اسرائيل,اسرائيلب,اسرائيلب,اسرائيلب
,,ضداسرائيل,اسرائيلكتب,اسرائيلكتب,اسرائيلكتب
,,حقاسرائيل,“اسرائيل,“اسرائيل,“اسرائيل
,,اسرائيلترفض,اسرائيلهه,اسرائيلهه,اسرائيلهه
,,اسرائيلحال,”اسرائيل,”اسرائيل,”اسرائيل
,,ااسرائيل,ضداسرائيل,ضداسرائيل,ضداسرائيل
,,انلاسرائيل,اسرائيلوقف,اسرائيلوقف,اسرائيلوقف
,,خدمهلاسرائيل,اسرائيلحق,اسرائيلحق,اسرائيلحق
,,رفضاسرائيل,اسرائيللوقف,اسرائيللوقف,اسرائيللوقف
,,اسرائيلكان,حقاسرائيل,حقاسرائيل,حقاسرائيل
,,,,
,,,,
0.1,0.2,0.3,0.4,0.5,gonen,nahar_2003
,مواجمهاسرائيل,ضداسرائيل,اسرائيلوقف,اسرائيلوقف,اسرائيلوقف
,,حقاسرائيل,ضداسرائيل,ضداسرائيل,ضداسرائيل
,,رفضاسرائيل,اسرائيلحال,اسرائيلحال,اسرائيلحال
,,اسرائيلكان,اسرائيلل,اسرائيلل,اسرائيلل
,,بحقاسرائيل,انلاسرائيل,انلاسرائيل,انلاسرائيل
,,حرباسرائيل,حقاسرائيل,حقاسرائيل,حقاسرائيل
,,فاسرائيل,رفضاسرائيل,رفضاسرائيل,رفضاسرائيل
,,امناسرائيل,اسرائيليجب,اسرائيليجب,اسرائيليجب
,,اسرائيلخريطه,اسرائيلم,اسرائيلم,اسرائيلم
,,سوريااسرائيل,لاسرائيل,لاسرائيل,لاسرائيل
,,,,
,,,,
0.1,0.2,0.3,0.4,0.5,gonen,nahar_2004
,اسرائيلالانسحاب,داخلاسرائيل,اسرائيلب,اسرائيلب,اسرائيلب
,,دعماسرائيل,”اسرائيل,”اسرائيل,”اسرائيل
,,اسرائيلوفلسطين,حقاسرائيل,حقاسرائيل,حقاسرائيل
,,سياسهاسرائيل,اسرائيلل,اسرائيلل,اسرائيلل
,,اسرائيلكانت,غزهواسرائيل,غزهواسرائيل,غزهواسرائيل
,,يمكناسرائيل,ضداسرائيل,ضداسرائيل,ضداسرائيل
,,اسرائيلستواصل,لاسرائيل,لاسرائيل,لاسرائيل
,,تبنيهاسرائيل,اسرائيليجب,اسرائيليجب,اسرائيليجب
,,حكومهاسرائيل,اسرائيلشان,اسرائيلشان,اسرائيلشان
,,انالاسرائيليين,ولاسرائيل,ولاسرائيل,ولاسرائيل
,,,,
,,,,
0.1,0.2,0.3,0.4,0.5,gonen,nahar_2005
استطلاعغاسرائيليه,اسرائيلمزارع,غزهاسرائيل,غزهاسرائيل,غزهاسرائيل,غزهاسرائيل
استطلاعاسرائيليه,استطلاعغاسرائيليه,اسرائيلاسرائيل,اسرائيلاسرائيل,اسرائيلاسرائيل,اسرائيلاسرائيل
اسراء,مصلحهاسرائيل,خدمهلاسرائيل,خدمهلاسرائيل,خدمهلاسرائيل,خدمهلاسرائيل
حربيهاسرائيليه,اسرائيليه,اسرائيلب,اسرائيلب,اسرائيلب,اسرائيلب
اسراع,مصادراسرائيليه,اسرائيليين,اسرائيليين,اسرائيليين,اسرائيليين
قسراء,استطلاعاسرائيليه,اسرائيلوقف,اسرائيلوقف,اسرائيلوقف,اسرائيلوقف
سرائيليه,سورياواسرائيل,لاسرائيل,لاسرائيل,لاسرائيل,لاسرائيل
معاريفالاسرائيليه,عسكريهاسرائيليه,ولاسرائيل,ولاسرائيل,ولاسرائيل,ولاسرائيل
مراقيه,لمصلحهاسرائيل,ضداسرائيل,ضداسرائيل,ضداسرائيل,ضداسرائيل
بغزه,اسرائيلخلال,داخلاسرائيل,داخلاسرائيل,داخلاسرائيل,داخلاسرائيل
,,,,
,,,,
0.1,0.2,0.3,0.4,0.5,gonen,nahar_2006
اسرائيلمستعده,اسرائيلب,اسرائيلب,اسرائيلب,اسرائيلب,اسرائيلب
اسرائيلالعدو,ءاسرائيل,ءاسرائيل,ءاسرائيل,ءاسرائيل,ءاسرائيل
بالضغطاسرائيل,ولاسرائيل,ولاسرائيل,ولاسرائيل,ولاسرائيل,ولاسرائيل
اسرائيلالحرب,حقاسرائيل,حقاسرائيل,حقاسرائيل,حقاسرائيل,حقاسرائيل
,اسرائيلء,اسرائيلء,اسرائيلء,اسرائيلء,اسرائيلء
,اسرائيلوقف,اسرائيلوقف,اسرائيلوقف,اسرائيلوقف,اسرائيلوقف
,اسرائيلحال,اسرائيلحال,اسرائيلحال,اسرائيلحال,اسرائيلحال
,اسرائيلراي,اسرائيلراي,اسرائيلراي,اسرائيلراي,اسرائيلراي
,اسرائيلجنوب,اسرائيلجنوب,اسرائيلجنوب,اسرائيلجنوب,اسرائيلجنوب
,اسرائيلحق,اسرائيلحق,اسرائيلحق,اسرائيلحق,اسرائيلحق
,,,,
,,,,
0.1,0.2,0.3,0.4,0.5,gonen,nahar_2007
لعراق,ايرانيين,اسرائيلاسرائيل,اسرائيلاسرائيل,اسرائيلاسرائيل,اسرائيلاسرائيل
لعراقيين,اسرائيلالوجود,ايراناسرائيل,ايراناسرائيل,ايراناسرائيل,ايراناسرائيل
خارجحدود,ايرانبسبب,اسرائيلء,اسرائيلء,اسرائيلء,اسرائيلء
لبنانواسرائيل,داخلايران,ضداسرائيل,ضداسرائيل,ضداسرائيل,ضداسرائيل
,”العراق,اسرائيلحساب,اسرائيلحساب,اسرائيلحساب,اسرائيلحساب
,انالاسرائيليين,اسرائيلتزال,اسرائيلتزال,اسرائيلتزال,اسرائيلتزال
,لعراق,بحقاسرائيل,بحقاسرائيل,بحقاسرائيل,بحقاسرائيل
,ءخارج,اسرائيلتريد,اسرائيلتريد,اسرائيلتريد,اسرائيلتريد
,يسرائيل,دولهاسرائيل,دولهاسرائيل,دولهاسرائيل,دولهاسرائيل
,كانتاسرائيل,داخلاسرائيل,داخلاسرائيل,داخلاسرائيل,داخلاسرائيل
,,,,
,,,,
0.1,0.2,0.3,0.4,0.5,gonen,nahar_2008
,لمفاوضات,غزهاسرائيل,غزهاسرائيل,غزهاسرائيل,غزهاسرائيل
,ايرانب,اسرائيلتعد,اسرائيلتعد,اسرائيلتعد,اسرائيلتعد
,معاودهمفاوضات,اسرائيللوقف,اسرائيللوقف,اسرائيللوقف,اسرائيللوقف
,واضافاسرائيل,اسرائيلوقف,اسرائيلوقف,اسرائيلوقف,اسرائيلوقف
,مفاوضات,ءاسرائيل,ءاسرائيل,ءاسرائيل,ءاسرائيل
,احتلالاسرائيل,اسرائيلب,اسرائيلب,اسرائيلب,اسرائيلب
,جديدهاسرائيل,مواجههاسرائيل,مواجههاسرائيل,مواجههاسرائيل,مواجههاسرائيل
,واسرائيلء,اسرائيلتحقيق,اسرائيلتحقيق,اسرائيلتحقيق,اسرائيلتحقيق
,لبناناسرائيل,اسرائيلتزال,اسرائيلتزال,اسرائيلتزال,اسرائيلتزال
,مباشرهاسرائيل,اتفاقاسرائيل,اتفاقاسرائيل,اتفاقاسرائيل,اتفاقاسرائيل
,,,,
,,,,
