id,text,label,Comments
4405,واكد الجانبان وقوفهما لبنان بكل امكاناتهما لمواجهه المخططات الاسرائيليه اكدا انهما سيعملان تعزيز وحده القوتين الثوره وجمايه الجنوب للصمود مواجهه العدوان الاسرائيلي,Speech,
4406,عدم الانسحاب الجنوب الا التاكد وصول رئيس للجمهوريه في لبنان مستعد للدخول مثل المفاوضات والقبول بتوطين الفلسطينيين لبنان ضبط وجودهم المسلح وهذا يمكن تحقيقه طريق اقامه دوله قويه قادره وسلطه مركزيه فاعله,Not Speech,
4407,لذلك فان تهديدات اسرائيل بضرب المقاومه الفلسطينيه بحجه انها تخرق وقف النار تسمح بخرقه الجنوب مكان العالم تستهدف المقاومه بقدر تستهدف الجنوب نفسه تحقيقا لاهدافها وهي تهديدات ستنفذها الوقت المناسب حاجاتها الخاصه,Not Speech,
4408,في بيروت الغربيه,Not Speech,
4409,وقال عندما بدات المقاومه الفلسطينيه بالممارسات الناشطه وبالتجاوزات وقفنا المظلومين والان نرفض مثل التجاوزات ونرفض عوده المقاومه الفلسطينيه التي كانت عليه قبل الاجتياح الاسرائيلي للبنان,Speech,
4410,واشاد بمقاومه الجنوبيين للاحتلال الاسرائيلي مشيرا الى ان المقاومه الجنوب اسلاميه لانقاذها العلماء,Speech,
4411,وهم يعرفون ذكرتم تتمكن فرنسا ان تلعب دور الوسيط لان هذه القضيه معنى وانه يمكن الحل ان يكون وسيطا,Not Speech,
4412,وابدى رايه الجيش اللبناني وفي الذين يؤيدون مواقفه يتعلم ان الجيش يرتكز نظريه صحيحه وعقيده صالحه الى تغيير تنظيمهم وبما انه موجود لذلك نعتمد على الجيش اسود الضاحيه الجنوبيه والجبل وتعلم بذلك جيدا يخص مواقف الاشخاص وتاييدهم لهذا الجيش فنحن نرفض ان الحل السياسي واضح,Speech,
4413,اعلن لبنان حل عادل وقد مال المسلمين واعرب معارضته عوده المقاومه الفلسطينيه الى العاصمه اللبنانيه,Speech,
4414,اهم الضربات الجريئه والعنيفه يوجهها مقاتلو المقاومه اللبنانيه ومقاتلو الثوره الفلسطينيه الى جنود العدو جنوب لبنان,Not Speech,
4415,تهاجم الثوره احضان الرئيس حسني مبارك لملك الحسين الرئيس صدام حسين وتضع يدها يد الصهاينه وتحلم بالاتفاق حكومه شمعون ببريز,Not Speech,
4416,ولماذا منطقه اخري,Not Speech,
4417,ضفه غربيه فتضع اسرائيل حدودها الليطاني وتمنع الدخول والخروج امل تضع بذلك حدا للمقاومه الوطنيه اللبنانيه وتحصرها او تحاصرها,Not Speech,
4418,وضعت حدا حسب اعتقادها للمقاومه الفلسطينيه المنطلقه الجنوب عندما قامت بعمليتها العسكريه تحت اسم سلامه الجليل,Not Speech,
4419,ولكي لا تتذرع اسرائيل بعوده المقاومه الفلسطينيه الى الجنوب انسحابها لان يعني عوده الوضع الى كان قبل الاجتياح فقد طلب لبنان القيادات الفلسطينيه الدول العربيه تاثير القيادات ان توقف نشاط عسكري لبنان وعبر حدوده اسرائيل لانها تكون بذلك اعطت ذريعه تبرر بقاء احتلاله اجزاء الجنوب بحجه حمايه امن حدودها الشماليه,Not Speech,
4420,طلب الكف نقول المقاومه الفلسطينيه تشترك المقاومه الوطنيه اللبنانيه تنفيذ عمليات ضد القوات الاسرائيليه الجنوب,Not Speech,
4421,صرح اخيرا ياسر عرفات مؤكدا العزم تصعيد العمليات الفدائيه داخل الارض المحتله جنوب لبنان,Speech,
4422,فاذا كان حق المقاومه الوطنيه اللبنانيه ان تعمل تدريب الاراضي اللبنانيه تحتلها اسرائيل وهذا حق مشروع فليس حق جهه لبنانيه طلب لبنان وموافقته ان تنشئ مقاومه ارضه,Not Speech,
4423,واشاد بابناء الجنوب قدموا اغلى عندهم سبيل تحرير ارضهم براثن الاحتلال المقاومه,Speech,
4424,اصدرت جبهه المقاومه الوطنيه قوات العروبه بيانا قالت الوقت يرضخ العدو الصهيوني تحت ضربات ابطال المقاومه الوطنيه اللبنانيه والفلسطينيه للانسجاب الجنوب,Speech,
4425,نتوجه بالتحيه والاكبار لشعبنا اللبناني والفلسطيني رفض عمليات احتلال العدو وحمل لواء مقاتليه نيابه الامه العربيه,Not Speech,
4426,حذرت الوجه الثاني للمخطط والقاضي بافتعال فتن ضواحي صيدا بواسطه العملاء وبعض القوى اللبنانيه الفلسطينيه,Speech,
4427,وقالت المنظمه بيان اصدرته امس الوقت تتجلى يوميا بابهى الصور بطوله مقاتلي جبهه المقاومه الوطنيه اللبنانيه ارض الجنوب,Speech,
4428,ومع استمرار الصمود الشعبي وتعزيزه المناطق المحتله يبقى الوضع السياسي الداخلي عامل اضعاف لقضيه الجنوب عوض يكون عامل دفع,Not Speech,
4429,الحثيث الى تعميق الوحده الوطنيه الصيداويه الجنوبيه قاعده مقاومه الاحتلال ونبذ عملائه والتصدي للنهج الفاشي الفئوي يحلم اصحابه بالتعامل اسرائيل سبيلا للاستقواء المواقع,Not Speech,
4430,وان قوى الوطنيه لبنان عموما وفي الجنوب حمايه الكتله الشعبيه الفلسطينيه مدينه صيدا ومخيم عين الحلوه وسائر انحاء شمال,Not Speech,
4431,الجنوب قاعده التزام الجميع القرار الوطني الصيداوي الجنوبي اللبناني وانضواء الجميع تحت رايه المقاومه الوطنيه اللبنانيه وادراك الجميع ان التحالف الوطني اللبناني السوري الفلسطيني ركيزه الطويله النفس للاحتلال الاسرائيلي الساحه اللبنانيه,Not Speech,
4432,الاساس مهاجمه المستوطنات الاسرائيليه يلغي انجازا رئيسيا لعمليه غزو لبنان صيف والتي اسفرت اخراج المقاومه الفلسطينيه معاقله جنوب لبنان,Not Speech,
4433,واللقاء يناشد ابناء صيدا ملحا التنبه الى الاعيب العدو الصهيوني وعلى الحرص بقاء وحدتهم ووعيهم الكامل امن والتشعب العربي,Speech,
4434,حددت برنامجها للسنه وحددت الامانه الدوليه للتضامن الشعب العربي وقضيته فلسطين برنامجها للسنه مؤكده العمل دعم نضال منظمه التحرير الفلسطينيه الجبهه الوطنيه الديموقراطيه المقاومه الوطنيه اللبنانيه وسوريا وليبيا واليمن الجنوبيه والجزائر,Speech,
4435,ان التحدي الان موجه الى الجميع تؤيد الشرعيه اللبنانيه الجنوب ملتزمه وحده المنظمه وتؤكد العلاقات مع سوريا,Speech,
4436,اكدت قياده حركه التحرير الوطني الفلسطيني فتح المخيمات الفلسطينيه الجنوب وجوب عوده العلاقات الكفاحيه الشقيقه سوريا ودعت مناضليها الى الالتفاف حول شعار وحده نظمه التحرير الفلسطينيه قاعده القرار الوطني الفلسطيني المستقل ومقاومه الظواهر الانفراديه والانشقاقيه والانقساميه وكل المشاريع الاستسلاميه,Speech,
4437,وكانت النتيجه ان الجنوب ظل على مدى سنوات يتحمل فعل المقاومه الفلسطينيه وردود فعل اسرائيل ويتحمل اجتياحا اسرائيليا لقسم الجنوب انتهى بدخول قوات دوليه لتامين الانسحاب القسم المحتل اجتياحا اوسع شمل الجنوب وبيروت واجزاء اخري لبنان,Not Speech,
4438,يزال لبنان يعاني مطمئن الى الانسحاب الكامل اراضيه رغم قرارات مجلس الامن الواضحه والصريحه,Not Speech,
4439,مصدر مسؤول الجبهه الشعبيه لتحرير فلسطين الجنوب ابناء صيدا الانتصار البطولي الرائع حققته بطولات المقاومه الوطنيه المسلحه اللبنانيه والفلسطينيه,Speech,
4440,وتضررت سيارات سليمان ذيب داود داتسن وجان الكفوري فولكسفاغن” وجرجس الكفوري بيكالثالثئه المكان نفسه تماما لواقع وذلك الاتحاد العام تتعلق حسن فضل الله برصاص النشاط العشوائي الى الجنوب,Not Speech,
4441,الجنوبي قضاء النبطيه وصور واوقع رصاص التمشيط جرحي شن رجال المقاومه هجوما المواقع الاسرائيليه ومواقع جيش لبنان,Not Speech,
4442,وقع اشتباك الاول نوعه منذ انسحاب الاسرائيليين صيدا وجوارها مخيم الفلسطينيين الميه وميه وابناء البلده اسفر مقتل فتاه فلسطينيه واصابه فتى البلده,Not Speech,
4443,ودعت الى تمتين التحالف القوى الوطنيه اللبنانيه والمقاومه الفلسطينيه وسوريا وحركه التحرر القومي العربي وطالبت الدوله تاديه عليها المقاومين وسحب الجيش سوق الغرب ووضعها المكان الطبيعي ارض الجنوب وازاله حاجز البرباره,Speech,
4444,دعم القضيه الفلسطينيه ودعم جبهه المقاومه الوطنيه الجنوب اللبناني واستمرار الدعم اجل وقف حرب الخليج وحل القضايا التحرريه العالم ستبقى اطار الدعم والتاييد والمسانده,Not Speech,
4445,وهاجمت المقاومه حاجزين الجنوبي وسط مدينه صور وفي منطقه المرفاء,Not Speech,
4446,غضون ابلغ شمعون بيريز رئيس الوزراء الاسرائيلي الى المؤتمر الطالبي لحزب العمل ان الارهاب الشيعي خلف ارهاب منظمه التحرير الفلسطينيه جنوب لبنان سيطرح مزيدا المشاكل اسرائيل,Not Speech,
4447,طلب عرفات رساله الى الامين العام للامم المتحده ومجلس الامن تخللها لوضع حد للهجمات يتعرض المخيمات مشددا مسؤوليه الامم المتحده الحفاظ امن السكان المدنيين الجنوب اللاجئون,Speech,
4448,دمشق حذر امس العقيد محمد سعيد موسى ابو موسى احد زعماء حركه الانتفاضه فتح الاجراءات يتعرض الفلسطينيون جنوب لبنان وقال ابو موسى بيان وزعته وكاله الانباء الفلسطينيه وفيه ان فصائل المقاومه الفلسطينيه تقف مكتوفه حيال يتعرض سكان مخيمي عين الحلوه والميه وميه الفلسطينيين جنوب لبنان قتل وتدمير وتهجير العدو الصهيوني وعملائه,Speech,
4449,"ان الاطراف الوطنيين وقوى التصدي والصمود العربي وعلى راسها سوريا تالو جهدا لاسقاط النسخه المتجدده لكمب ديفيد الثانيه يدفعها الى موقف استراتيجي ثابت الحلول السياسيه ""المتفرده وتحالف اكيد",Not Speech,
4450,قوى التغيير والثوره المقاومه الفلسطينيه ممثله بجبهه الانقاذ الوطني وكل القوى الوطنيه والقوميه ناضلت ولما تزل اجل وضع حد للمؤامره الصهيونيه الاميركيه وهزمت ادواتها الساحه اللبنانيه واسقطت نهجها باسقاط اتفاق ايار المشؤوم وتحرير ترابنا الوطني الجنوب والبقاع الغربي وراشيا رجس الاحتلال الصهيوني,Not Speech,
4451,اعاده ربط قضيه لبنان بقضيه المنطقه,Not Speech,
4452,يضاف الى ان عوده المقاومه الفلسطينيه الي الجنوب شانها ان تعيد ربط القضيه اللبنانيه بالقضيه الفلسطينيه,Not Speech,
4453,ان لبنان بذل ويبذل جهد اجل فصل قضيته القضيه الفلسطينيه وعن قضيه الشرق الاوسط وان الرئيس الاسد نفسه اكد الفصل تصريح ودعا الي العمل اجل ذلك,Not Speech,
4454,اتهم عرفات حركه امل بانها ولعت اتفاقا سريا مع اسرائيل لعرقله نشاط المقاومه الفلسطينيه واللبنانيه جنوب,Speech,
4455,واشاد مؤتمر صحافي بموقف الحزب التقدمي الاشتراكي حزب الله حركه الناصريين المرابطون لرفضهم القتال الى جانب امل معتبرا ان هجمات امل المخيمات الفلسطينيه بيروت تندرج اطار الاتفاق الموقع امل واسرائيل,Speech,
4456,وقالوا انهم ارسلوا برقيات الى رؤساء سوريا والجماهيريه الليبيه والجزائر واليمن الجنوبيه والى,Not Speech,
4457,الامين العام لجامعه الدول العربيه يحضهم التدخل الفوري توقف القتال المهم الان,Speech,
4458,جهه اخري كتبت صحيفه البعث الناطقه باسم الحزب الحاكم سوريا ان المهم الان القضاء نهائيا التحركات العرفاتيه وعلى مرتكزاتها لبنان واعاده اللحمه والتحالف المقاومه الوطنيه الفلسطينيه والقوى الوطنيه اللبنانيه,Speech,"not sure about this - if we are quoting/rephrasing a journal, is that counted as a speech?"
4459,ولفت الى ان حرب المخيمات كشفت مؤامره خارجيه تستهدف الشعبين واللبناني وتستخدم الاساليب والوسائل المتاحه للايقاع بينهما,Speech,
4460,والمرحله تتطلب وعيا وادراكا لمواجهه المؤامره الساعيه اثاره النعرات وتوسيع الشق,Not Speech,
4461,يشاع احتمال حصول معارك المخيمات الفلسطينيه الجنوب يدخل باب الحمله الاعلاميه الغربيه لتشويه صوره الوضع وتحويل الانظار,Not Speech,
4462,المقاومه الوطنيه البطله استطاعت طرد العدو الاسرائيلي الاراضي اللبنانيه,Not Speech,
4463,رابعا ندعو اسره العداله الى العوده الى قصر العدل للتوفر طرابلس الى انها,Speech,
4464,عقدت الاحزاب والقوى الوطنيه والتقدميه والمقاومه الفلسطينيه الشمال اجتماعها الدوري امس مكتب المنشقين قياده حركه فتح مخيم البداوي وناقشت الاوضاع السياسيه والامنيه والاجتماعيه الشمال خصوصا ولبنان,Not Speech,
4465,واصدرت الاحزاب والمقاومه بيانا اعربت مستهله قلقها المتزايد جراء الاقتتال حول المخيمات بيروت الصفوف وتمتين التحالف اللبناني الفلسطيني السوري المواجهه استحقاقات المرحله الاخيره انسحاب القوات الصهيونيه ارض الجنوب,Speech,
4466,واضاف اشاره الى الانسحاب الاسرائيلي جنوب لبنان المقاومه الفلسطينيه واللبنانيه اجبرت العدو الانسحاب لبنان,Speech,
4467,مصادر قريبه قصر الرئاسه تقول ان الرئيس الجميل يتوقع انسحاب اسرائيل انسحابا كاملا الجنوب وان تاخر موعده السابق ربما للمساومه والابتزاز,Not Speech,
4468,وحمل لبنان القبول بالترتيبات الامنيه تريد والتسليم ببقاء قوات لحد الحصول ضمانات عوده المقاومه الفلسطينيه الى الجنوب وتوقف نشاط المقاومه الوطنيه اللبنانيه,Speech,
4469,وفي موازاه التحرك لبنان وفي اتجاه السعوديه النتائج تجنيها حتما عمليات المقاومه الجنوب والتي تستهدف الحزام الامني لا سيما الانتحاريه منها ستخرج منظمه التحرير الفلسطينيه ومقاومتها وستدعم موقف سوريا,Not Speech,
4470, تؤكد باستمرار ان المقاومه اسقطت اتفاق ايار وفرضت الانسحاب الاسرائيلي جزء كبير الاراضي اللبنانيه,Not Speech,
4471,ونحن نطلب تحرير الجنوب لان مقاومه شامله امكانها ان تحرره نطلب منها الاقل ان تشق طريقا وان تبني مستشفى وان تعوض نوى الشهداء وهذا اضعف المطلوب اكدت التلاحم اللبناني الفلسطيني,Speech,
4472,اعلن اقليم حركه فتح لبنان التزامه خطه امنيه تهدف الى تامين الاستقرار والامن للجميع واكد تعزيز وحده التحرير الفلسطينيه,Speech,
4473,وقال ان اللجنه ناقشت ايضا تصريحات اميركيه شان امكان اجراء محادثات وفد اردني فلسطيني وموازنه المنظمه وتدعيم المقاومه الفلسطينيه الضفه الغربيه وقطاع غزه ابو ظبي,Speech,
4474,نشرت صحيفه الوحده تصريحا للسيد صلاح خلفابو اياد عضو اللجنه المركزيه لحركه فتح اعلن ان المعسكرات اقامتها منظمه التحرير قواتها بيروت اقفلت وان القوات كانت تونس نقلت الى جنوب لبنان والعراق,Speech,
4475,وبعد لقائه مساعديه ندد الهجمات تتعرض المخيمات الفلسطينيه لبنان والتي ترمي الى تمكين العدو الصهيوني ضمان حدود امنه الجنوب اللبناني وقفل باب الجنوب امام المقاومه الفلسطينيه,Speech,
4476,ورحب الخطباء بعوده طرابلس والميناء الى اجواء الديموقراطيه,Not Speech,
4477,ودانوا الهيمنه سيطرت عليها قبل,Not Speech,
4478,وحذروا مستغلي الظروف يلبسون لبوس الوطنيه,Not Speech,
4479,واشادوا بالدور السوري لبنان وطالبوا بدعم المقاومه الوطنيه الجنوب وتعميم نموذج زحله وطرابلس وحملوا نهج السيد ياسر عرفات رئيس لجنه التحرير الفلسطينيه واتهموه بالوقوف وراء احداث طرابلس,Not Speech,not sure about this - does the usage of plural make it a speech?
4480,ممثل كرامي تكلم اولا ممثل رئيس الحكومه المحامي بسام الدايه الاحتفال لانهم اتاحوا المجال,Not Speech,
4481,وليست المره الاولي دعونا الناس يعرفون تفاصيل جرى الماضي يجري الان مبرر لتكديس السلاح مخيمات صيدا,Not Speech,
4482,المسؤول التنظيمي لحركه امل الجنوب السيد محمود فقيه داعيا الى ارسال السلاح الى جبهه المقاومه الوطنيه,Speech,
4483,سالت وكاله اخبار لبنان السيد فقيه حقيقه وصول السلاح الى المخيمات الفلسطينيه واحتمال وصول معركه فيها فاجاب دائما وفي مره تتجه الاوضاع الحل الوطني ويعمل الفرقاء التلاقي لايجاد الوطن دوامه القتال والتفريق والعمل,Speech,
4484,وكانت هزيمه المارينز والهروب شروط للعدو الصهيوني المتغطرس دخل لبنان ليفرض المشاريع الاميركيه,Not Speech,
4485,الى ان انتفاضه بيروت القوى القوميه والوطنيه انطلاقه المقاومه الوطنيه الجنوب اللبناني وهي جاء تطبيعيا لانتفاضات الثوره الفلسطينيه,Not Speech,
4486,لسنا ضد اي حل وطني وسنعمل لاعاده الوحده نناضل فصائل جبهه الانقاذ والجبهه الديموقراطيه والحزب الشيوعي اجل وحده نضال حركه المقاومه الفلسطينيه اساس وطني وعلى اساس برنامج,Not Speech,
4487,وذكر ان الثوره قاتلت الجبل وساهمت تحريره وتحرير الضاحيه الجنوبيه وبيروت الوطنيه,Speech,
4488,وقال ان الثوره قدمت المكاث اجل لبنان وطني عربي ديموقراطي واحد يجب ان تكرم وتعزز ان يعمل البعض تحريف موقف البندقيه الفلسطينيه,Speech,
4489,غزه ابو امل وشهداء المقاومه الوطنيه اللبنانيه بلال فحص وسناء محيدلي والشيخ راغب حرب ووفاء ولولا وغيرهم منات الاجنه المركزيه للحرب التحرير,Not Speech,
4490,بالذكرى الثامنه عشره لتاسيس الجبهه اقامت منظمه المراه الفلسطينيه مخيم البداوي معرضا للاشغال اليدويه مقر نادي الفلسطيني الشمال,Not Speech,
4491,جبهه الانقاذ الوطني الاربعاء اعتداءات النبطيه والبقاع الشرقي المقاومه بالجنوب النهار,Not Speech,
4492,شن امس رجال المقاومه هجمات مواقع الاسرائيليين جيش لبنان الجنوبي وتواصلت الاعتداءات قرى النبطيه والبقاع الشرقي,Not Speech,
4493,واما ان الجميل وسوسليكوف عرضا العلاقات وزياره الترك لموسكو قريبا يفصل الجنوب الوضع بقيه المناطق اللبنانيه,Not Speech,
4494,كان الماضي وقبل ان تشتعل الحرب لبنان عام فالمقاومه الفلسطينيه كانت تشن هجماتها القرى الاسرائيليه وتطلق القذائف سكانها انطلاقا الجنوب ويتحمل الجنوبيون جراء التهجير والتشريد والقتل والتدمير,Not Speech,
4495,التق وشهيب وفد الحركه وزارا جنبلاط حاوي القتال بين امل والفلسطينيين ليكون غالب اومغلو,Not Speech,
4496,دعا الامين العام للحزب الشيوعي اللبناني السيد جورج حاوي الى وضع حد للقتال الدموي حركه امل والمقاتلين الفلسطينيين يفيد الا العدو الاسرائيلي المتربص بالجنوب والثوره الفلسطينيه والمقاومه الوطنيه,Speech,
4497,لقد اثبتنا وسنظل نثبت فتحيه الجنوب لبنان وللمقاومه الوطنيه اللبنانيه ونحن معكم الطريق حيوا تحيه ايها الاخوه الارض الفلسطينيه المحتله,Not Speech,not sure about this - usage of possessive noun makes it a speech? The subject is not explicitly found.
4498,ولوحظ ان الزوارق الحربيه الاسرائيليه بذكرى صور النهار حفله خطابيه مخيم البصض حضرها جمهور ابناء المخيمات,Not Speech,
4499,والقى امين سر اللجنه الشعبيه المخيم السيد حسين ابو عباش حيا التلاحم اللبناني الجنوب خطب باسم اتحاد المراه واسر شهداء المقاومه,Speech,
4500,شددت وحده منظمه التحرير الفلسطينيه ونضالها المشروع لاستعاده الحقوق المغتصبه والاراضي,Speech,
4501,وفي ختام الحفله وزع اتحاد المراه مساعدات وهدايا ابناء رجال المقاومه الفلسطينيه,Not Speech,
4502,القضيه ومع تحقيق اماني الشعب وقد اي اعتداء لكننا ايضا تقبل بان يعتدي الفلسطيني المواطن اللبناني وان يخلق لبنان وضعا يساهم ضرب المقاومه الوطنيه اللبنانيه وعزل المنطقه الجنوبيه بقيه المناطق اللبنانيه,Not Speech,
4503,نامل الجميع ضبط اعصابهم الظروف الصعبه والعمل انهاء الوضع اسرع وقت ممكن وان تصب جميع الجهود محاربه العدو الاسرائيلي لانهاء الاحتلال وتحرير الارض اللبنانيه والفلسطينيه,Not Speech,
4504,وهذا واضحت حركات ياسر عرفات وتصريحاته كشف بوضوح تورطه مخطط ضرب وحده الصف الاسلامي متناسيا القضيه الفلسطينيه جمله وتفصيلا ومتبرعا بالقيام بما تستطيع اسرائيل القيام سواء لحجه مساعدتها الاستمرار تعطيل تنفيذ القرارات الدوليه المتعلقه بالجنوب ام لحجه طعن المقاومه الوطنيه اللبنانيه ظهرها طريق محاوله ضرب الصف الوطني والاسلامي الداعم,Not Speech,
4505,وهنا بد التركيز وقائع حصلت قبل الاجتياح ومنها ان اسرائيل حالت انتشار الجيش اللبناني الجنوب وساهمت تسهيل تسلم الجنوب للمقاومه الفلسطينيه,Not Speech,
4506,وعندما عقد مؤتمر الرياض والقاهره القاضيان بتشكيل قوات الردع العربيه بادرت اسرائيل الى وضع الخطوط الحمر وحالت تسليم قوات الردع العربيه مسؤوليه ضبط الاوضاع ومكنت المنظمات الفلسطينيه الاستمرار مال الاضطراب,Not Speech,
4507,النضال وكانهم وحدهم حياه العروبه يحملون السلم بالعرض يامنوا درسا وغيرها الضربات انزلت منذ عام اليوم,Not Speech,
4508,وراى رئيس لجنه الدفاع الحريات الديموقراطيه المحامي سنان براج ان اساليب خطف الاجانب وترويعهم وقتلهم العداء للامبرياليه والصهيونيه شيء ارهاب للارهاب جدوى شيم العرب واعتبر ان يقوم بهذه الاعمال يعد ماجورا وخارجا الدين,Speech,
4509,العمل يحجب القضيه الاساسيه وهي احتلال اسرائيل للجنوب اللبناني وممارسات اسرائيل الاراضي المحتله يحجب قضيتنا المحقه القضيه الفلسطينيه وبطولات المقاومه الوطنيه الجنوب,Not Speech,
4510,السلاح البسيط يمكن يشارك امل الجنوب واللبنانيون العرب لذلك ذكر خطابه بالمصريين والسوريين نفذوا عمليات الجنوب العرب وقتاله قتال العرب فلذلك يرد,Speech,
4511,شككوا الدور السوري لبنان اتهموا دمشق بان اهدافها كانت القضاء المقاومه الفلسطينيه لبنان,Not Speech,
4512,والا فكيف يوافق صاحب التصريح منظمه التحرير الفلسطينيه الاعتذار العلني لاسرائيل بيان اصدرته واحتلال القرى الجنوبيه والاعتداء شعب لبنان بيروت والضاحيه والجنوب وقتل الابرياء اهلنا وتدمير العمارات ودور السكن ومحاوله مصادره القرار الوطني,Not Speech,
4513,وطريق الجنوب المقاومه الجنوب اي تجاوز ان نقل جريمه ترتكب حق لبنان,Not Speech,
4514,ان التصاريح السياسي والمواقف المشرعه والغايات الخاصه يمكن ان تغير او تبدل حقيقه الواقع وبالتالي فانها عاجزه تحوير الوطني وججته السليمه,Not Speech,
4515,واشاد بدور المقاومه الوطنيه اللبنانيه المتلاحمه المقاومه الفلسطينيه لدحر الاحتلال الاسرائيلي ارض الجنوب,Speech,
4516,لقد كانت التجربه خاضها لبنان حركه المقاومه الفلسطينيه قبل خصوصا الجنوب وبيروت تجربه قاسيه عاش الشعب الفوضى اكثر صعيد الفوضى السياسيه والامنيه والحزبيه القضايا المعاشه,Not Speech,
4517,وانتقد غياب المسؤوليه القوميه مشاريع الاجماع العربي والتي كانت متفرجه ضرب المقاومه الفلسطينيه واللبنانيه الجنوب ايام الاحتلال,Speech,
4518,وضمان قيامه بدوره الوطني والقومي المعادي للصهيونيه وللامبرياليه,Not Speech,
4519,واكدت اخوه الكفاح والسلاح بيننا وبينكم وفي القوى الوطنيه اللبنانيه والفصائل الثوريه المقاومه الفلسطينيه وبين جماهير الشعبين الشقيقين اللبناني والفلسطيني,Speech,
4520,الوحده تعمدت بالدم معركه الصمود ضد العدوان وفي اطار جبهه المقاومه الوطنيه اللبنانيه ضد الاحتلال وفي معارك التصدي للاحتلال وللعملاء الجنوب والجبل والضاحيه وبيروت وكل الجبهات,Not Speech,
4521,منظمه العمل الى ممارسه معارضه للقوى السائده المناطق الوطنيه,Speech,
4522,رات منظمه العمل الشيوعي لبنان ان احياء جبهه المقاومه الوطنيه اللبنانيه والارتقاء الى مستوى العمل الجبهوي الحقيقي ظل سياسه مقارعه لممارسات القوى السائده المناطق الجنوبيه والدعوه الى استقامه العلاقه المقاومتين اللبنانيه والفلسطينيه ووقف الحرب الاهليه قاعده وعي,Speech,
4523,استحاله الجسم العسكري والجمع الدعوه الى الحلول الديموقراطيه العلمانيه للمساله الطائفيه وممارسه سياسه معارضه للقوى السائده المناطق الوطنيه يشكل برنامج نضال وطني متكامل,Not Speech,
4524,وشدد وجوب فهم استراتيجيه اسرائيل للمنطقه والعالم والمشاكل الاقليميه صنعتها اسرائيل معتبرا ان شعار زحفا زحفا القدس خيالي اذ ان القدس رمز للمساله الفلسطينيه الاسلاميه وان الشعار يمثل شعارا استراتيجيا,Speech,
4525,وان العمليات النوعيه للمقاومه استطاعت ان تكشف القناع الاسرائيلي لانها اسقطت نظريه جيش لبنان الجنوبي,Not Speech,
4526,وجرى التاكيد ضروره تكتيف اللقاء اجل تجثير التلاحم المصيري للقوى الوطنيه اللبنانيه والفلسطينبه وتصعيد منهج الكفاح المسلح الاراضي الفلسطينيه المحتله بعيدا,Not Speech,not sure about this
4527,اسقط اتفاق ايار قاعده المشاركه مشروع القوى الوطنيه اللبنانيه ومشروع تطوير المقاومه الوطنبه اللبنانيه الجنوب,Not Speech,
4528,الجنوب المعلمون المتعاقدون مصيرهم النهار العربي والدولي,Not Speech,
4529,تصفيه المقاومه الفلسطينيه لبنان وضمان امن اسرائيل وجه ايه هجمات فلسطينيه لبنان,Not Speech,
